,wordone,wordtwo,mean,sim,LCS
57,alcohol,chemistry,5.54,0.37,classification system
58,vodka,gin,8.46,1.86,liquor
59,vodka,brandy,8.13,2.06,liquor
60,drink,car,3.04,0.38,activity
61,drink,ear,1.31,0.43,anatomical structure
62,drink,mouth,5.96,0.9,food
63,drink,eat,6.87,1.69,food
64,baby,mother,7.85,0.36,human
65,drink,mother,2.65,0.45,group of living things
66,car,automobile,8.94,1.62,motor car
67,gem,jewel,8.96,10.0,gemstone
68,journey,voyage,9.29,1.94,travel
69,boy,lad,8.83,10.0,boy
70,coast,shore,9.1,10.0,bank
71,asylum,madhouse,8.87,10.0,psychiatric hospital
72,magician,wizard,9.02,10.0,magician
73,midday,noon,9.29,10.0,noon
74,furnace,stove,8.79,0.49,construction
75,food,fruit,7.52,1.71,food
76,bird,cock,7.1,1.93,heraldic bird
77,bird,crane,7.38,0.36,entity
78,tool,implement,6.46,10.0,tool
79,brother,monk,6.27,0.33,concept
80,crane,implement,2.69,0.75,device
81,lad,brother,4.46,1.51,male human
82,journey,car,5.85,1.61,travel
83,monk,oracle,5.0,0.55,occupation
84,cemetery,woodland,2.08,0.6,geographic location
85,food,rooster,4.42,0.44,organism
86,coast,hill,4.38,0.73,landform
87,forest,graveyard,1.85,0.9,geographical object
88,shore,woodland,3.08,0.47,geographical object
89,monk,slave,0.92,0.58,rank
90,coast,forest,3.15,0.72,physico-geographical object
91,lad,wizard,0.92,0.34,item with given name property
92,chord,smile,0.54,0.31,concept
93,glass,magician,2.08,0.35,entity
94,noon,string,0.54,0.52,object of group
95,rooster,voyage,0.62,0.31,Wikidata metaclass
96,money,dollar,8.42,2.36,money
97,money,cash,9.08,10.0,money
98,money,currency,9.04,9.66,money
99,money,wealth,8.27,0.38,concept
100,money,property,7.57,0.83,property
101,money,possession,7.29,0.47,goods
102,money,bank,8.5,0.8,economic branch
103,money,deposit,7.73,0.41,perceptible object
104,money,withdrawal,6.88,0.37,occurrence
105,money,laundering,5.65,0.34,activity
106,money,operation,3.31,0.76,academic discipline
107,tiger,jaguar,8.0,0.33,taxon
108,tiger,feline,8.0,0.29,concept
109,tiger,carnivore,7.08,0.35,group of living things
110,tiger,mammal,6.85,0.67,mammal
111,tiger,animal,7.0,0.67,creature
112,tiger,organism,4.77,0.65,group of living things
113,tiger,fauna,5.62,0.37,group of living things
114,tiger,zoo,5.87,0.41,group of living things
115,psychology,psychiatry,8.08,0.35,academic discipline
116,psychology,anxiety,7.0,0.35,concept
117,psychology,fear,6.85,0.33,psychology terminology
118,psychology,depression,7.42,0.43,metaclass
119,psychology,clinic,6.58,0.39,classification system
120,psychology,doctor,6.42,0.37,academic discipline
121,psychology,Freud,8.21,0.32,academic discipline
122,psychology,mind,7.69,0.33,variable-order metaclass
123,psychology,health,7.23,0.34,metaclass
124,psychology,science,6.71,0.67,academic discipline
125,psychology,discipline,5.58,0.74,academic discipline
126,psychology,cognition,7.48,0.73,process
127,planet,star,8.45,0.76,astronomical object type
128,planet,constellation,8.06,0.42,astronomical object type
129,planet,moon,8.08,3.85,planetary system
130,planet,sun,8.02,0.36,astronomical object type
131,planet,galaxy,8.11,0.74,astronomical object type
132,planet,space,7.92,0.77,space
133,planet,astronomer,7.94,0.33,first-order metaclass
134,precedent,example,5.85,0.31,entity
135,precedent,information,3.85,0.58,abstract object
136,precedent,cognition,2.81,0.59,occurrence
137,precedent,law,6.65,0.61,legal transaction
138,precedent,collection,2.5,0.58,abstract object
139,precedent,group,1.77,0.58,object of group
140,precedent,antecedent,6.04,0.53,concept
141,cup,coffee,6.58,1.07,drinking
142,cup,tableware,6.85,3.76,tableware
143,cup,article,2.4,0.66,activity
144,cup,artifact,2.92,0.67,artificial physical object
145,cup,object,3.69,0.67,philosophical concept
146,cup,entity,2.15,0.67,entity
147,cup,drink,7.25,1.96,drinking
148,cup,food,5.0,1.58,food
149,cup,substance,1.92,0.6,product
150,cup,liquid,5.9,0.48,fluid
151,jaguar,cat,7.42,0.49,class
152,jaguar,car,7.27,0.3,class
153,energy,secretary,1.81,0.6,type of object
154,secretary,senate,5.06,0.46,group of humans
155,energy,laboratory,5.09,0.98,physical property
156,computer,laboratory,6.78,0.63,technical term
157,weapon,secret,6.06,0.35,entity
158,FBI,fingerprint,6.94,0.35,Wikimedia disambiguation page
159,FBI,investigation,8.31,0.3,series
160,investigation,effort,4.59,0.34,intentional human action
161,Mars,water,2.94,0.71,type of food or dish
162,Mars,scientist,5.63,0.35,subject
163,news,report,8.16,0.59,the media
164,canyon,landscape,7.53,0.98,natural geographic object
165,image,surface,4.56,0.5,abstract object
166,discovery,space,6.34,0.94,abstract object
167,water,seepage,6.56,0.32,first-order metaclass
168,sign,recess,2.38,0.55,philosophical concept
169,Wednesday,news,2.22,0.57,communication
170,mile,kilometer,8.66,0.71,unit of length
171,computer,news,4.47,0.71,concept
172,territory,surface,5.34,0.41,mathematical concept
173,atmosphere,landscape,3.69,0.61,location
174,president,medal,3.0,1.48,award
175,war,troops,8.13,0.34,occurrence
176,record,number,6.31,5.53,address
177,skin,eye,6.22,2.47,animal organ
178,Japanese,American,6.5,0.34,Wikimedia disambiguation page
179,theater,history,3.91,0.45,entity
180,volunteer,motto,2.56,0.45,concept
181,prejudice,recognition,3.0,0.59,philosophical concept
182,decoration,valor,5.63,0.39,personality trait
183,century,year,7.59,0.93,unit of time
184,century,nation,3.16,0.36,concept
185,delay,racism,1.19,0.32,concept
186,delay,news,3.31,0.4,concept
187,minister,party,6.63,0.56,organization
188,peace,plan,4.75,0.5,abstract object
189,minority,peace,3.69,0.28,philosophical concept
190,attempt,peace,4.25,0.31,philosophical concept
191,government,crisis,6.56,0.47,concept
192,deployment,departure,4.25,0.4,philosophical concept
193,deployment,withdrawal,5.88,0.31,occurrence
194,energy,crisis,5.94,0.59,entity
195,announcement,news,7.56,0.72,communication
196,announcement,effort,2.75,0.34,concept
197,stroke,hospital,7.03,0.4,entity
198,disability,death,5.47,0.4,property
199,victim,emergency,6.47,0.32,concept
200,treatment,recovery,7.91,0.33,concept
201,journal,association,4.97,1.88,organization
202,doctor,personnel,5.0,0.31,written work
203,doctor,liability,5.19,0.34,academic discipline
204,liability,insurance,7.03,0.35,academic discipline
205,school,center,3.44,0.46,location
206,reason,hypertension,2.31,0.33,state
207,reason,criterion,5.91,0.64,quality
208,hundred,percent,7.38,0.42,UCUM derived unit
209,Harvard,Yale,8.13,0.68,private university
210,hospital,infrastructure,4.63,0.83,business
211,death,row,5.25,0.36,entity
212,death,inmate,5.03,0.45,person
213,lawyer,evidence,6.69,0.47,concept
214,life,death,7.88,1.45,death
215,life,term,4.5,0.58,concept
216,word,similarity,4.75,0.52,concept
217,board,recommendation,4.47,0.37,artificial entity
218,governor,interview,3.25,0.41,Wikidata metaclass
219,OPEC,country,5.63,0.48,organization
220,peace,atmosphere,3.69,0.35,class
221,peace,insurance,2.94,0.33,concept
222,territory,kilometer,5.28,0.35,measure
223,travel,activity,5.0,0.9,activity
224,competition,price,6.44,0.48,philosophical concept
225,consumer,confidence,4.13,0.48,psychology terminology
226,consumer,energy,4.75,9.98,energy
227,problem,airport,2.38,0.78,concept
228,car,flight,4.94,0.92,travel
229,credit,card,8.06,0.37,product
230,credit,information,5.31,0.62,abstract object
231,hotel,reservation,8.03,0.52,geographic entity
232,grocery,money,5.94,0.43,goods
233,registration,arrangement,6.0,0.61,occurrence
234,arrangement,accommodation,5.41,0.87,work
235,month,hotel,1.81,0.53,spatio-temporal entity
236,type,kind,8.97,10.0,type
237,arrival,hotel,6.0,0.41,entity
238,bed,closet,6.72,1.45,furniture
239,closet,clothes,8.0,0.48,product
240,situation,conclusion,4.81,3.28,concept
241,situation,isolation,3.88,0.61,situation
242,impartiality,interest,5.16,0.36,personality trait
243,direction,combination,2.25,0.96,action
244,street,place,6.44,3.21,geographic location
245,street,avenue,8.88,1.64,street
246,street,block,6.88,1.03,architectural structure
247,street,children,4.94,0.65,social group
248,listing,proximity,2.56,0.29,state
249,listing,category,6.38,0.59,list
250,cell,phone,7.81,0.74,concept
251,production,hike,1.75,0.52,activity
252,benchmark,index,4.25,0.36,entity
253,media,trading,3.88,0.62,economic concept
254,media,gain,2.88,0.43,philosophical concept
255,dividend,payment,7.63,0.4,concept
256,dividend,calculation,6.48,0.47,mathematical object
257,calculation,computation,8.44,10.0,calculation
258,currency,market,7.5,4.75,market
259,OPEC,oil,8.59,0.3,product
260,oil,stock,6.34,0.32,product
261,announcement,production,3.38,0.63,process
262,announcement,warning,6.0,0.33,universe
263,profit,warning,3.88,0.32,universe
264,profit,loss,7.63,0.37,result
265,dollar,yen,7.78,1.19,currency
266,dollar,buck,9.22,0.33,academic major
267,dollar,profit,7.38,0.33,measure
268,dollar,loss,6.09,0.34,measure
269,computer,software,8.5,9.96,computer
270,network,hardware,8.31,0.68,system
271,phone,equipment,7.13,0.98,equipment
272,equipment,maker,5.91,0.49,artificial physical object
273,luxury,car,6.47,0.3,economic concept
274,five,month,3.38,0.38,property
275,report,gain,3.63,0.38,philosophical concept
276,investor,earning,7.13,0.28,concept
277,liquid,water,7.89,2.52,liquid
278,baseball,season,5.97,0.44,activity
279,game,victory,7.03,0.45,occurrence
280,game,team,7.69,0.6,entity
281,marathon,sprint,7.47,1.13,sports discipline
282,game,series,6.19,1.44,series
283,game,defeat,6.97,0.42,occurrence
284,seven,series,3.56,0.6,series
285,seafood,sea,7.47,0.37,natural physical object
286,seafood,food,8.34,1.55,food
287,seafood,lobster,8.7,2.73,seafood
288,lobster,food,7.81,1.1,food
289,lobster,wine,5.7,0.93,food
290,food,preparation,6.22,0.41,entity
291,video,archive,6.34,0.46,series
292,start,year,4.06,0.41,temporal entity
293,start,match,4.47,0.46,occurrence
294,game,round,5.97,2.83,sporting event
295,boxing,round,7.61,1.28,sport
296,championship,tournament,8.36,5.12,championship
297,fighting,defeating,7.41,0.31,abstract object
298,line,insurance,2.69,0.4,rule
299,day,summer,3.94,0.42,temporal entity
300,summer,drought,7.16,0.31,condition
301,summer,nature,5.63,0.38,entity
302,day,dawn,7.53,0.76,day
303,nature,environment,8.31,0.43,universe
304,environment,ecology,8.81,0.34,academic discipline
305,nature,man,6.25,0.45,entity
306,man,woman,8.3,3.69,gender identity
307,man,governor,5.25,0.53,role
308,murder,manslaughter,8.53,1.83,crime
309,soap,opera,7.94,1.16,theatrical genre
310,opera,performance,6.88,0.61,work of art
311,life,lesson,5.94,0.31,series
312,focus,life,4.06,0.29,concept
313,production,crew,6.25,0.62,activity
314,television,film,7.72,0.53,electronic machine
315,lover,quarrel,6.19,0.3,physical object
316,viewer,serial,2.97,0.48,series
317,possibility,girl,1.94,0.45,quality
318,population,development,3.75,0.76,group of living things
319,morality,importance,3.31,0.34,concept
320,morality,marriage,3.69,0.39,concept
321,Mexico,Brazil,7.44,3.99,hola
322,gender,equality,6.41,0.33,concept
323,change,attitude,5.44,0.67,universe
324,family,planning,6.25,0.42,capability
325,opera,industry,2.63,0.91,concept
326,sugar,approach,0.88,0.42,philosophical concept
327,practice,institution,3.19,0.96,institution
328,ministry,culture,4.69,0.56,concept
329,problem,challenge,6.75,1.01,task
330,size,prominence,5.31,0.48,concept
331,country,citizen,7.31,0.72,group of humans
332,planet,people,5.75,0.59,class
333,development,issue,3.97,0.39,social group
334,experience,music,3.47,0.57,mental state
335,music,project,3.63,0.66,activity
336,glass,metal,5.56,0.42,base material
337,aluminum,metal,7.83,0.39,base material
338,chance,credibility,3.88,0.27,capability
339,exhibit,memorabilia,5.31,0.4,object
340,concert,virtuoso,6.81,0.32,concept
341,rock,jazz,7.59,0.69,music genre
342,museum,theater,7.19,0.8,organization
343,observation,architecture,4.38,0.47,abstract object
344,space,world,6.53,10.0,universe
345,preservation,world,6.19,0.91,system
346,admission,ticket,7.69,0.3,concept
347,shower,thunderstorm,6.31,2.94,rain
348,shower,flood,6.03,0.39,universe
349,weather,forecast,8.34,0.37,state
350,disaster,area,6.25,0.64,property
351,governor,office,6.34,1.65,position
352,architecture,century,3.78,0.51,human communication
