,wordone,wordtwo,mean,sim,LCS
114,tiger,zoo,5.87,1.43,group of living things
115,psychology,psychiatry,8.08,3.33,academic discipline
116,psychology,anxiety,7.0,1.25,psychology terminology
117,psychology,fear,6.85,1.11,psychology terminology
118,psychology,depression,7.42,2.0,academic discipline
119,psychology,clinic,6.58,1.43,classification system
120,psychology,doctor,6.42,1.67,first-order metaclass
121,psychology,Freud,8.21,1.67,first-order metaclass
122,psychology,mind,7.69,1.43,variable-order metaclass
123,psychology,health,7.23,1.67,academic discipline
124,psychology,science,6.71,3.33,academic discipline
125,psychology,discipline,5.58,5.0,academic discipline
126,psychology,cognition,7.48,1.43,process
127,planet,star,8.45,3.33,astronomical object type
128,planet,constellation,8.06,2.5,astronomical object type
129,planet,moon,8.08,3.33,planetary system
130,planet,sun,8.02,2.0,astronomical object type
131,planet,galaxy,8.11,3.33,astronomical object type
132,planet,space,7.92,2.0,class
133,planet,astronomer,7.94,2.0,first-order metaclass
134,precedent,example,5.85,2.0,concept
135,precedent,information,3.85,1.67,abstract object
136,precedent,cognition,2.81,1.67,process
137,precedent,law,6.65,2.5,legal transaction
138,precedent,collection,2.5,2.5,object of group
139,precedent,group,1.77,3.33,object of group
140,precedent,antecedent,6.04,2.5,legal concept
141,cup,coffee,6.58,2.5,drinking
142,cup,tableware,6.85,3.33,tableware
143,cup,article,2.4,2.5,unit of measurement
144,cup,artifact,2.92,2.5,artificial physical object
145,cup,object,3.69,2.0,philosophical concept
146,cup,entity,2.15,2.0,entity
147,cup,drink,7.25,3.33,drinking
148,cup,food,5.0,2.0,food
149,cup,substance,1.92,1.67,product
150,cup,liquid,5.9,1.43,concept
151,jaguar,cat,7.42,2.5,mammal
152,jaguar,car,7.27,1.43,class
153,energy,secretary,1.81,1.67,Wikidata metaclass
154,secretary,senate,5.06,1.11,group of humans
155,energy,laboratory,5.09,1.43,physical property
156,computer,laboratory,6.78,1.43,agent
157,weapon,secret,6.06,1.67,entity
158,FBI,fingerprint,6.94,3.33,Wikimedia disambiguation page
159,FBI,investigation,8.31,1.67,series
160,investigation,effort,4.59,1.67,intentional human action
161,Mars,water,2.94,1.67,first-order metaclass
162,Mars,scientist,5.63,1.67,first-order metaclass
163,news,report,8.16,1.67,the media
164,canyon,landscape,7.53,2.5,landform
165,image,surface,4.56,1.67,concept
166,discovery,space,6.34,2.0,concept
167,water,seepage,6.56,1.67,first-order metaclass
168,sign,recess,2.38,1.43,philosophical concept
169,Wednesday,news,2.22,1.43,communication
170,mile,kilometer,8.66,3.33,unit of length
171,computer,news,4.47,1.25,concept
172,territory,surface,5.34,1.67,concept
173,atmosphere,landscape,3.69,1.43,location
174,president,medal,3.0,2.0,award
175,war,troops,8.13,1.43,occurrence
176,record,number,6.31,2.5,quality
177,skin,eye,6.22,3.33,animal organ
178,Japanese,American,6.5,3.33,Wikimedia disambiguation page
179,theater,history,3.91,2.5,academic discipline
180,volunteer,motto,2.56,1.67,concept
181,prejudice,recognition,3.0,1.67,intentional human action
182,decoration,valor,5.63,2.0,personality trait
183,century,year,7.59,3.33,unit of time
184,century,nation,3.16,1.43,concept
185,delay,racism,1.19,2.0,concept
186,delay,news,3.31,1.43,concept
187,minister,party,6.63,2.0,concept
188,peace,plan,4.75,2.0,abstract object
189,minority,peace,3.69,2.5,philosophical concept
190,attempt,peace,4.25,2.0,philosophical concept
191,government,crisis,6.56,1.11,concept
192,deployment,departure,4.25,3.33,occurrence
193,deployment,withdrawal,5.88,2.5,occurrence
194,energy,crisis,5.94,1.43,psychology terminology
195,announcement,news,7.56,3.33,communication
196,announcement,effort,2.75,1.25,concept
197,stroke,hospital,7.03,1.43,information
198,disability,death,5.47,2.5,property
199,victim,emergency,6.47,1.43,concept
200,treatment,recovery,7.91,3.33,process
201,journal,association,4.97,3.33,organization
202,doctor,personnel,5.0,1.11,written work
203,doctor,liability,5.19,1.43,activity
204,liability,insurance,7.03,2.0,activity
205,school,center,3.44,1.43,location
206,reason,hypertension,2.31,2.0,state
207,reason,criterion,5.91,2.5,quality
208,hundred,percent,7.38,2.5,unit of measurement
209,Harvard,Yale,8.13,3.33,private university
210,hospital,infrastructure,4.63,1.67,business
211,death,row,5.25,1.67,entity
212,death,inmate,5.03,2.5,person
213,lawyer,evidence,6.69,1.67,concept
214,life,death,7.88,5.0,death
215,life,term,4.5,2.5,concept
216,word,similarity,4.75,2.0,psychology terminology
217,board,recommendation,4.47,1.67,rule
218,governor,interview,3.25,1.67,Wikidata metaclass
219,OPEC,country,5.63,2.0,organization
220,peace,atmosphere,3.69,2.0,concept
221,peace,insurance,2.94,1.67,concept
222,territory,kilometer,5.28,1.25,concept
223,travel,activity,5.0,5.0,activity
224,competition,price,6.44,2.5,abstract object
225,consumer,confidence,4.13,1.67,psychology terminology
226,consumer,energy,4.75,3.33,energy
227,problem,airport,2.38,1.43,concept
228,car,flight,4.94,2.5,travel
229,credit,card,8.06,1.67,product
230,credit,information,5.31,2.5,abstract object
231,hotel,reservation,8.03,2.5,economic activity
232,grocery,money,5.94,1.67,goods
233,registration,arrangement,6.0,2.5,occurrence
234,arrangement,accommodation,5.41,2.5,occurrence
235,month,hotel,1.81,1.67,spatio-temporal entity
236,type,kind,8.97,10.0,type
237,arrival,hotel,6.0,1.67,entity
238,bed,closet,6.72,3.33,furniture
239,closet,clothes,8.0,2.5,product
240,situation,conclusion,4.81,2.0,concept
241,situation,isolation,3.88,2.5,situation
242,impartiality,interest,5.16,2.0,personality trait
243,direction,combination,2.25,2.5,concept
244,street,place,6.44,3.33,geographic location
245,street,avenue,8.88,5.0,street
246,street,block,6.88,3.33,architectural structure
247,street,children,4.94,1.67,work
248,listing,proximity,2.56,2.0,property
249,listing,category,6.38,3.33,list
250,cell,phone,7.81,2.0,device
251,production,hike,1.75,3.33,Wikimedia disambiguation page
252,benchmark,index,4.25,2.0,work
253,media,trading,3.88,1.67,first-order metaclass
254,media,gain,2.88,1.67,first-order metaclass
255,dividend,payment,7.63,0.77,concept
256,dividend,calculation,6.48,1.11,mathematical object
257,calculation,computation,8.44,10.0,calculation
258,currency,market,7.5,2.5,market
259,OPEC,oil,8.59,1.43,product
260,oil,stock,6.34,2.0,product
261,announcement,production,3.38,1.67,process
262,announcement,warning,6.0,1.43,the media
263,profit,warning,3.88,1.43,abstract object
264,profit,loss,7.63,3.33,result
265,dollar,yen,7.78,3.33,currency
266,dollar,buck,9.22,1.11,goods
267,dollar,profit,7.38,1.67,measure
268,dollar,loss,6.09,1.67,measure
269,computer,software,8.5,5.0,computer
270,network,hardware,8.31,2.0,system
271,phone,equipment,7.13,3.33,equipment
272,equipment,maker,5.91,1.43,concept
273,luxury,car,6.47,1.43,economic concept
274,five,month,3.38,1.25,metaclass
275,report,gain,3.63,1.25,first-order metaclass
276,investor,earning,7.13,1.25,concept
277,liquid,water,7.89,3.33,liquid
278,baseball,season,5.97,1.67,activity
279,game,victory,7.03,2.0,occurrence
280,game,team,7.69,2.5,organization
281,marathon,sprint,7.47,3.33,sports discipline
282,game,series,6.19,2.5,series
283,game,defeat,6.97,2.0,occurrence
284,seven,series,3.56,1.67,series
285,seafood,sea,7.47,1.67,natural physical object
286,seafood,food,8.34,5.0,food
287,seafood,lobster,8.7,5.0,seafood
288,lobster,food,7.81,3.33,food
289,lobster,wine,5.7,2.0,food
290,food,preparation,6.22,2.0,product
291,video,archive,6.34,1.67,series
292,start,year,4.06,2.0,temporal entity
293,start,match,4.47,2.5,occurrence
294,game,round,5.97,3.33,sports festival
295,boxing,round,7.61,2.0,sport
296,championship,tournament,8.36,5.0,championship
297,fighting,defeating,7.41,1.25,creative work
298,line,insurance,2.69,2.5,product
299,day,summer,3.94,1.67,occurrence
300,summer,drought,7.16,1.43,condition
301,summer,nature,5.63,1.67,phenomenon
302,day,dawn,7.53,5.0,day
303,nature,environment,8.31,2.0,entity
304,environment,ecology,8.81,2.5,academic discipline
305,nature,man,6.25,1.67,universe
306,man,woman,8.3,3.33,woman
307,man,governor,5.25,1.67,group of humans
308,murder,manslaughter,8.53,2.5,crime
309,soap,opera,7.94,2.5,theatrical genre
310,opera,performance,6.88,2.5,work of art
311,life,lesson,5.94,2.0,biological process
312,focus,life,4.06,2.5,property
313,production,crew,6.25,2.0,activity
314,television,film,7.72,2.5,academic discipline
315,lover,quarrel,6.19,1.25,concept
316,viewer,serial,2.97,2.0,agent
317,possibility,girl,1.94,2.0,quality
318,population,development,3.75,2.0,concept
319,morality,importance,3.31,2.5,concept
320,morality,marriage,3.69,1.67,concept
321,Mexico,Brazil,7.44,3.33,hola
322,gender,equality,6.41,2.0,concept
323,change,attitude,5.44,2.0,philosophical concept
324,family,planning,6.25,2.0,set
325,opera,industry,2.63,2.0,concept
326,sugar,approach,0.88,1.25,philosophical concept
327,practice,institution,3.19,2.5,institution
328,ministry,culture,4.69,1.67,group of humans
329,problem,challenge,6.75,5.0,task
330,size,prominence,5.31,1.67,entity
331,country,citizen,7.31,2.0,concept
332,planet,people,5.75,1.67,class
333,development,issue,3.97,2.0,concept
334,experience,music,3.47,2.5,knowledge
335,music,project,3.63,2.5,activity
336,glass,metal,5.56,3.33,base material
337,aluminum,metal,7.83,3.33,base material
338,chance,credibility,3.88,1.67,capability
339,exhibit,memorabilia,5.31,2.5,physical object
340,concert,virtuoso,6.81,1.25,concept
341,rock,jazz,7.59,3.33,music genre
342,museum,theater,7.19,2.0,organization
343,observation,architecture,4.38,2.5,activity
344,space,world,6.53,10.0,universe
345,preservation,world,6.19,1.67,concept
346,admission,ticket,7.69,1.25,concept
347,shower,thunderstorm,6.31,3.33,rain
348,shower,flood,6.03,1.43,process
349,weather,forecast,8.34,1.67,state
350,disaster,area,6.25,2.5,concept
351,governor,office,6.34,5.0,position
352,architecture,century,3.78,1.67,class
