,wordone,wordtwo,mean,sim,LCS
57,beer,alcohol,7.5,2.59,group or class of chemical substances
58,mouth,lip,7.1,8.73,subdivision of face
59,storm,hurricane,6.38,8.35,meteorological disaster
60,tax,income,2.38,0.07,academic discipline
61,flower,violet,6.95,1.49,anatomical structure
62,paper,cardboard,5.38,9.11,paper
63,floor,ceiling,1.73,15.98,sense
64,beach,seashore,8.33,9.14,shore
65,rod,curtain,3.03,0.03,artificial entity
66,hound,fox,2.38,1.36,polyphyletic common name
67,street,alley,5.48,15.65,sense
68,boat,deck,4.28,5.29,watercraft
69,car,horn,2.57,4.8,transport
70,friend,guest,4.25,0.06,subject
71,employer,employee,3.65,0.07,concept
72,hand,wrist,3.97,8.79,free upper limb segment
73,ball,cannon,2.58,0.15,physical object
74,alcohol,brandy,6.98,5.84,Q24700923
75,victory,triumph,8.98,9.32,victory
76,telephone,booth,3.63,0.03,work
77,door,doorway,5.4,10.0,doorway
78,motel,inn,8.17,6.99,hotel building
79,clothes,cloth,5.47,7.96,clothing
80,steak,meat,7.47,3.54,food
81,nail,thumb,3.55,1.36,anatomical structure
82,band,orchestra,7.08,13.55,sense
83,book,bible,5.0,0.59,text
84,business,industry,7.02,4.25,economic branch
85,winter,season,6.27,5.94,season
86,decade,century,3.48,9.38,decade
87,alcohol,gin,8.65,5.79,Q24700923
88,hat,coat,2.67,6.16,clothing
89,window,door,3.33,10.0,window
90,arm,wrist,3.57,7.47,subdivision of cardinal body part
91,house,apartment,5.8,5.66,house
92,glass,crystal,6.27,5.34,solid
93,wine,brandy,5.15,7.71,alcoholic beverage
94,creator,maker,9.62,0.06,concept
95,dinner,breakfast,3.33,6.73,meals
96,arm,muscle,3.72,1.69,anatomical structure
97,bubble,suds,8.57,0.13,physical system
98,bread,flour,3.33,9.96,flour
99,death,tragedy,5.8,0.08,occurrence
100,absence,presence,0.4,0.06,philosophical concept
101,gun,cannon,5.68,9.1,weapon family
102,grass,blade,4.57,1.01,natural physical object
103,ball,basket,1.67,8.2,sports equipment
104,hose,garden,1.67,0.04,artificial entity
105,boy,kid,7.5,8.7,child
106,church,choir,2.95,5.4,church building
107,clothes,drawer,3.02,0.43,product
108,tower,bell,1.9,9.1,bell tower
109,father,parent,7.07,9.43,parent
110,school,grade,4.42,0.06,first-order metaclass
111,parent,adult,5.37,0.07,person
112,bar,jail,1.9,4.14,facility
113,car,highway,3.4,0.05,classification system
114,dictionary,definition,6.25,1.15,written work
115,door,cellar,1.97,8.33,architectural element
116,army,legion,5.95,9.58,army
117,metal,aluminum,7.25,3.32,base material
118,chair,bench,6.67,10.0,seat
119,cloud,fog,6.0,9.33,cloud
120,boy,son,6.75,6.87,male human
121,water,ice,6.47,10.0,ice
122,bed,blanket,3.02,8.38,sleep
123,attorney,lawyer,9.35,10.0,lawyer
124,area,zone,8.33,10.0,level
125,business,company,9.02,9.81,company
126,clothes,fabric,5.87,9.12,clothing
127,sweater,jacket,7.15,5.86,clothing
128,money,capital,6.67,1.88,Wikimedia disambiguation page
129,hand,foot,4.17,9.46,autopod region
130,alcohol,cocktail,6.73,6.47,Q24700923
131,yard,inch,3.78,6.46,unit of length
132,molecule,atom,6.45,10.0,atom
133,lens,camera,4.28,8.55,objective
134,meal,dinner,7.15,7.97,meals
135,eye,tear,3.55,1.32,material anatomical entity
136,god,devil,1.8,8.0,deity
137,loop,belt,3.1,0.37,product
138,rat,mouse,7.78,1.33,polyphyletic common name
139,motor,engine,8.65,10.0,engine
140,car,cab,7.42,10.0,taxi
141,cat,lion,6.75,1.86,list
142,size,magnitude,6.33,10.0,magnitude
143,reality,fantasy,1.03,0.03,concept
144,door,gate,5.25,4.07,device
145,cat,pet,5.95,9.38,pet
146,tin,aluminum,6.42,3.64,chemical element
147,bone,jaw,4.17,6.03,animal organ
148,cereal,wheat,3.75,8.52,cereal
149,house,key,1.9,3.54,music
150,blood,flesh,4.28,3.35,tissue
151,door,corridor,3.73,4.52,architectural element
152,god,spirit,7.3,3.22,abstract being
153,capability,competence,7.62,1.5,capability
154,abundance,plenty,8.97,0.38,unit of measurement
155,sofa,chair,6.67,8.51,seat
156,wall,brick,4.68,0.34,product
157,horn,drum,2.68,5.97,class of instruments
158,organ,liver,6.15,6.84,organ
159,strength,might,7.07,2.29,visual artwork
160,phrase,word,5.48,10.0,phrase
161,band,parade,3.92,12.3,sense
162,stomach,waist,5.9,1.3,anatomical structure
163,cloud,storm,5.6,3.56,natural phenomenon
164,joy,pride,5.0,4.0,emotion
165,noise,rattle,6.17,3.18,music
166,rain,mist,5.97,9.38,rain
167,beer,beverage,5.42,6.0,drink
168,man,uncle,3.92,0.07,social group
169,apple,juice,2.88,8.74,fruit
170,intelligence,logic,6.5,0.07,cognition
171,communication,language,7.47,9.82,communication medium
172,mink,fur,6.83,0.06,Wikidata metaclass
173,mob,crowd,7.85,10.0,crowd
174,shore,coast,8.83,10.0,bank
175,wire,cord,7.62,9.47,cord
176,bird,turkey,6.58,3.53,animal feed
177,bed,crib,7.3,8.1,bed
178,competence,ability,7.5,1.5,capability
179,cloud,haze,7.32,2.84,natural phenomenon
180,supper,meal,7.53,7.62,meals
181,bar,cage,2.8,2.9,architectural structure
182,water,salt,1.3,5.37,food ingredient
183,sense,intuition,7.68,0.07,psychology terminology
184,situation,condition,6.58,0.14,condition
185,crime,theft,7.53,8.09,crime
186,style,fashion,8.5,0.14,culture
187,boundary,border,9.08,10.0,border
188,arm,body,4.05,6.78,weapon
189,boat,car,2.37,6.06,mode of transport
190,sandwich,lunch,6.3,-0.0,entity
191,bride,princess,2.8,8.0,woman
192,heroine,hero,8.78,10.0,hero
193,car,gauge,1.13,2.43,device
194,insect,bee,6.07,8.9,insect
195,crib,cradle,8.55,10.0,infant bed
196,animal,person,3.05,8.51,taxon
197,marijuana,herb,6.5,10.0,cannabis
198,bed,hospital,0.92,3.95,facility
199,cheek,tongue,4.52,1.33,anatomical structure
200,disc,computer,3.2,3.51,computer hardware
201,curve,angle,3.33,3.96,shape
202,grass,moss,5.0,1.16,taxon
203,school,law,1.13,0.15,rule
204,foot,head,2.3,1.51,anatomical structure
205,mother,guardian,6.5,6.94,kinship
206,orthodontist,dentist,8.27,9.38,dentist
207,alcohol,whiskey,7.27,5.97,Q24700923
208,mouth,tooth,6.3,9.94,mouth
209,breakfast,bacon,4.37,-0.0,entity
210,bathroom,bedroom,3.4,3.01,room
211,plate,bowl,5.23,8.99,tableware
212,meat,bacon,5.8,8.64,meat
213,air,helium,3.63,9.56,lifting gas
214,worker,employer,5.37,1.07,list
215,body,chest,4.45,2.38,anatomical structure
216,son,father,3.82,6.71,kinship
217,heart,surgery,1.08,0.07,knowledge
218,woman,secretary,1.98,0.08,Wikidata metaclass
219,man,father,4.83,2.61,organization
220,beach,island,5.6,5.25,landform
221,story,topic,5.0,1.66,Wikimedia disambiguation page
222,game,fun,3.42,0.09,action
223,weekend,week,4.0,5.07,week
224,couple,pair,8.33,10.0,ordered pair
225,woman,wife,5.72,8.68,female human
226,sheep,cattle,4.77,5.77,domesticated animal
227,purse,bag,8.33,8.9,bag
228,ceiling,cathedral,2.42,13.35,sense
229,bean,coffee,5.15,3.5,food
230,wood,paper,2.88,3.38,base material
231,top,side,1.9,9.17,side
232,crime,fraud,5.65,8.26,crime
233,pain,harm,5.38,0.03,philosophical concept
234,lover,companion,5.97,5.78,character type
235,evening,dusk,7.78,3.26,day
236,father,daughter,2.62,6.63,kinship
237,wine,liquor,7.85,8.55,alcoholic beverage
238,cow,goat,2.93,6.97,heraldic animal
239,belief,opinion,7.7,0.06,notion
240,reality,illusion,1.42,0.07,psychology terminology
241,pact,agreement,9.02,10.0,agreement
242,wealth,poverty,1.27,0.07,state
243,accident,emergency,4.93,0.09,condition
244,battle,conquest,7.22,0.09,occurrence
245,friend,teacher,2.62,1.35,anatomical structure
246,illness,infection,6.9,8.15,disease
247,game,trick,2.32,5.08,event
248,brother,son,3.48,6.6,kinship
249,aunt,nephew,3.1,6.68,kinship
250,worker,mechanic,4.92,0.14,worker
251,doctor,orthodontist,5.58,0.07,profession
252,oak,maple,6.03,8.22,broadleaf tree
253,bee,queen,3.27,0.04,first-order metaclass
254,car,bicycle,3.47,5.63,transport
255,goal,quest,5.83,0.06,quality
256,august,month,5.53,9.86,calendar month
257,army,squad,5.08,7.31,military unit size class
258,cloud,weather,4.87,3.58,natural phenomenon
259,physician,doctor,8.88,10.0,physician
260,canyon,valley,6.75,7.84,valley
261,river,valley,1.67,4.75,geographic region
262,sun,sky,2.27,0.06,measurable set
263,target,arrow,3.25,0.06,abstract object
264,chocolate,pie,2.27,3.69,food
265,circumstance,situation,7.85,0.06,condition
266,opinion,choice,5.43,7.22,statement
267,rhythm,melody,6.12,4.48,aspect of music
268,gut,nerve,4.93,1.52,anatomical structure
269,day,dawn,5.47,4.92,day
270,cattle,beef,7.03,0.04,first-order metaclass
271,doctor,professor,4.65,6.3,title of honor
272,arm,vein,3.65,1.61,anatomical structure
273,room,bath,3.33,0.01,structure
274,corporation,business,9.02,8.36,company
275,fun,football,1.97,0.06,information
276,hill,cliff,4.28,5.31,landform
277,bone,ankle,3.82,1.71,anatomical structure
278,apple,candy,2.08,4.04,food
279,helper,maid,5.58,0.07,profession
280,leader,manager,7.27,4.14,position
281,lemon,tea,1.6,2.03,chemical compound
282,bee,ant,2.78,8.53,insect
283,basketball,baseball,4.92,7.84,ball
284,rice,bean,2.72,3.55,food
285,bed,furniture,6.08,5.83,furniture
286,emotion,passion,7.72,5.55,emotion
287,anarchy,chaos,7.93,0.03,abstract object
288,crime,violation,7.12,1.88,problem
289,machine,engine,5.58,6.16,machine
290,beach,sea,4.68,2.29,geographic location
291,alley,bowl,1.53,11.58,sense
292,jar,bottle,7.83,8.53,bin
293,strength,capability,5.28,0.06,capability
294,seed,mustard,3.48,9.16,seed
295,guitar,drum,3.78,6.57,class of instruments
296,opinion,idea,5.7,0.16,notion
297,north,west,3.63,9.11,cardinal direction
298,diet,salad,2.98,0.04,artificial entity
299,mother,wife,3.02,7.84,female human
300,dad,mother,3.55,7.07,kinship
301,captain,sailor,5.0,9.1,sailor
302,meter,yard,5.6,6.46,unit of length
303,beer,champagne,4.45,0.04,first-order metaclass
304,motor,boat,2.57,5.13,vehicle
305,card,bridge,1.97,11.44,sense
306,science,psychology,4.92,2.77,academic discipline
307,sinner,saint,1.6,1.34,name
308,destruction,construction,0.98,0.07,occurrence
309,crowd,bunch,7.42,0.07,person
310,beach,reef,3.77,3.68,territorial entity
311,man,child,4.13,1.66,organism
312,bread,cheese,1.95,4.16,food
313,champion,winner,8.73,9.66,winner
314,celebration,ceremony,7.72,13.49,sense
315,menu,order,3.62,0.46,communication
316,king,princess,3.27,8.12,chess piece
317,wealth,prestige,6.07,0.03,term
318,endurance,strength,6.58,0.03,abstract object
319,danger,threat,8.78,13.57,sense
320,god,priest,4.5,0.05,concept
321,men,fraternity,3.13,3.98,social organization
322,buddy,companion,8.65,3.56,fictional character
323,teacher,helper,4.28,5.18,position
324,body,stomach,3.93,2.41,anatomical structure
325,tongue,throat,3.1,1.29,anatomical structure
326,house,carpet,1.38,2.96,architectural structure
327,intelligence,skill,5.35,2.63,genre
328,journey,conquest,4.72,0.08,occurrence
329,god,prey,1.23,-0.0,entity
330,brother,soul,0.97,0.07,person
331,adversary,opponent,9.05,10.0,adversary
332,death,catastrophe,4.13,0.15,occurrence
333,monster,demon,6.95,7.88,mythical creature
334,day,morning,4.87,4.92,day
335,man,victor,1.9,0.07,social group
336,friend,guy,3.88,0.14,physical object
337,song,story,3.97,5.21,literary work
338,ray,sunshine,6.83,0.03,group
339,guy,stud,5.83,8.79,sex
340,chicken,rice,1.43,3.47,food
341,box,elevator,1.32,3.03,architectural element
342,butter,potato,1.22,3.44,food ingredient
343,apartment,furniture,1.28,0.06,product
344,lake,swamp,4.92,3.8,natural geographic object
345,salad,vinegar,1.13,3.64,food
346,flower,bulb,4.48,7.52,plant structure
347,cloud,mist,6.67,8.57,cloud
348,driver,pilot,6.28,9.62,vehicle operator
349,sugar,honey,5.13,3.75,food ingredient
350,body,shoulder,2.88,2.32,anatomical structure
351,idea,image,3.55,1.34,concept
352,father,brother,4.2,6.77,kinship
353,moon,planet,5.87,9.38,planetary system
354,ball,costume,2.32,2.22,equipment
355,rail,fence,5.22,2.19,artificial geographic entity
356,room,bed,2.35,2.58,location
357,flower,bush,4.25,8.58,heraldic plant
358,bone,knee,4.17,3.13,tissue
359,arm,knee,2.75,8.1,anatomical region
360,bottom,side,2.63,9.57,side
361,vessel,vein,5.15,9.98,vessel
362,cat,rabbit,2.37,1.63,polyphyletic common name
363,meat,sandwich,2.35,4.11,food
364,belief,concept,5.08,0.1,concept
365,intelligence,insight,5.9,0.03,property
366,attention,interest,7.22,0.07,psychology terminology
367,attitude,confidence,4.35,-0.0,entity
368,right,justice,7.05,0.09,academic discipline
369,argument,agreement,1.45,1.99,Wikimedia disambiguation page
370,depth,magnitude,6.12,6.65,scalar magnitude
371,medium,news,3.65,1.5,communication
372,winner,candidate,2.78,0.07,person
373,birthday,date,5.08,5.67,calendar date
374,fee,payment,7.15,6.1,legal transaction
375,bible,hymn,5.15,0.49,text
376,exit,doorway,5.5,10.0,doorway
377,man,sentry,3.25,0.07,role
378,aisle,hall,6.35,3.13,part of building
379,whiskey,gin,6.28,8.48,liquor
380,blood,marrow,3.4,2.83,food
381,oil,mink,1.23,0.03,concept
382,floor,deck,5.55,4.91,floor
383,roof,floor,2.62,8.32,architectural element
384,door,floor,1.67,8.33,architectural element
385,shoulder,head,3.42,8.16,anatomical region
386,wagon,carriage,7.7,8.82,coachwork type
387,car,carriage,5.13,8.03,wheeled vehicle
388,elbow,ankle,3.13,1.45,anatomical structure
389,wealth,fame,4.02,0.01,variable-order metaclass
390,sorrow,shame,4.77,0.06,psychology terminology
391,administration,management,7.25,10.0,management
392,communication,conversation,8.02,0.24,human communication
393,pollution,atmosphere,4.25,0.05,concept
394,anatomy,biology,5.33,8.5,biology
395,college,profession,3.12,0.16,profession
396,book,topic,2.07,5.32,document
397,formula,equation,7.95,9.82,formula
398,book,information,5.0,0.41,information
399,boy,partner,1.9,0.07,legal person
400,sky,universe,4.68,0.03,abstract object
401,population,people,7.68,0.08,group of living things
402,college,class,4.13,3.73,organization
403,chief,mayor,4.85,4.42,position
404,rabbi,minister,7.62,8.6,cleric
405,meter,inch,5.08,6.59,unit of length
406,polyester,cotton,5.63,7.77,cloth
407,lawyer,banker,1.88,0.07,profession
408,violin,instrument,6.58,7.65,instrumentalist
409,camp,cabin,4.2,3.18,building
410,pot,appliance,2.53,2.22,tool
411,linen,fabric,7.47,7.64,textile
412,whiskey,champagne,5.33,0.04,first-order metaclass
413,girl,child,5.38,8.31,child
414,cottage,cabin,7.72,5.46,shelter
415,bird,hen,7.03,1.31,polyphyletic common name
416,racket,noise,8.1,0.07,academic discipline
417,sunset,evening,5.98,3.33,day
418,drizzle,rain,9.17,9.38,rain
419,adult,baby,2.22,1.65,organism
420,charcoal,coal,7.63,9.38,solid fuel
421,body,spine,4.78,2.79,document
422,head,nail,2.47,1.46,anatomical structure
423,log,timber,8.05,0.2,artificial physical object
424,spoon,cup,2.02,3.82,ingestion
425,body,nerve,3.13,3.01,anatomical structure
426,man,husband,5.32,0.08,social group
427,bone,neck,2.53,1.51,anatomical structure
428,frustration,anger,6.5,0.06,psychology terminology
429,river,sea,5.72,4.86,land waters
430,task,job,8.87,0.33,activity
431,club,society,5.23,8.66,voluntary association
432,reflection,image,7.27,19.27,sense
433,prince,king,5.92,8.25,monarch
434,snow,weather,5.48,8.52,weather
435,people,party,2.2,0.2,legal person
436,boy,brother,6.67,6.93,male human
437,root,grass,3.55,4.63,plant
438,brow,eye,3.82,7.97,facial feature
439,money,pearl,2.1,0.44,goods
440,money,diamond,3.42,0.09,economic concept
441,vehicle,bus,6.47,6.87,vehicle
442,cab,bus,5.6,8.73,passenger transport
443,house,barn,4.33,5.99,building
444,finger,palm,3.33,8.93,hand
445,car,bridge,0.95,13.32,sense
446,effort,difficulty,4.45,0.06,process
447,fact,insight,4.77,0.09,mental state
448,job,management,3.97,0.33,activity
449,cancer,sickness,7.93,6.87,disease
450,word,newspaper,2.47,0.58,text
451,composer,writer,6.58,7.94,author
452,actor,singer,4.52,0.09,profession
453,shelter,hut,6.47,6.13,shelter
454,bathroom,kitchen,3.1,3.1,room
455,cabin,hut,6.53,9.86,hut
456,door,kitchen,1.67,2.24,architectural structure
457,value,belief,7.07,0.08,abstract object
458,wisdom,intelligence,7.47,0.03,property
459,ignorance,intelligence,1.5,0.03,philosophical concept
460,happiness,luck,2.38,-0.0,entity
461,idea,scheme,6.75,0.35,idea
462,mood,emotion,8.12,0.09,mental process
463,happiness,peace,6.03,0.06,process
464,despair,misery,7.22,0.03,concept
465,logic,arithmetic,3.97,3.9,mathematics
466,denial,confession,1.03,0.12,psychology terminology
467,argument,criticism,5.08,7.9,discourse
468,aggression,hostility,8.48,9.58,aggression
469,hysteria,confusion,6.33,0.07,psychology terminology
470,chemistry,theory,3.17,0.04,classification system
471,trial,verdict,3.33,0.07,occurrence
472,comfort,safety,5.8,0.06,condition
473,confidence,self,3.12,0.01,variable-order metaclass
474,vision,perception,6.88,0.2,psychology terminology
475,era,decade,5.4,4.52,time interval
476,biography,fiction,1.38,7.96,literary genre
477,discussion,argument,5.48,0.46,communication
478,code,symbol,6.03,2.33,sign
479,danger,disease,3.0,14.03,sense
480,accident,catastrophe,5.9,9.98,disaster
481,journey,trip,8.88,0.07,occurrence
482,activity,movement,7.15,0.38,process
483,gossip,news,5.22,0.5,communication
484,father,god,3.57,0.04,concept
485,action,course,5.45,3.18,genre
486,fever,illness,7.65,5.54,health problem
487,aviation,flight,8.18,9.49,commercial aviation
488,game,action,4.85,9.67,activity
489,molecule,air,3.05,3.65,molecule
490,home,state,2.58,0.12,concept
491,word,literature,4.77,0.62,text
492,adult,guardian,6.9,-0.0,entity
493,newspaper,information,5.65,0.28,information
494,communication,television,5.6,0.88,communication medium
495,cousin,uncle,4.63,7.05,kinship
496,author,reader,1.6,0.08,occupation
497,guy,partner,3.57,0.04,first-order metaclass
498,area,corner,2.07,2.3,physical quantity
499,ballad,song,7.53,5.63,musical composition
500,wall,decoration,2.62,0.25,artificial physical object
501,word,page,2.92,0.66,unit of measurement
502,nurse,scientist,2.08,0.15,profession
503,politician,president,7.38,9.03,politician
504,president,mayor,5.68,7.93,public office
505,book,essay,4.72,0.71,text
506,man,warrior,4.72,0.04,concept
507,article,journal,6.18,4.49,document
508,breakfast,supper,4.4,6.48,meals
509,crowd,parade,3.93,0.03,philosophical concept
510,aisle,hallway,6.75,2.2,construction
511,teacher,rabbi,4.37,0.1,profession
512,hip,lip,1.43,1.33,anatomical structure
513,book,article,5.43,6.26,document
514,room,cell,4.58,0.06,part
515,box,booth,3.8,2.25,venue
516,daughter,kid,4.17,1.55,human
517,limb,leg,6.9,9.76,leg
518,liver,lung,2.7,5.21,animal organ
519,classroom,hallway,2.0,3.11,interior space
520,mountain,ledge,3.73,3.83,geographic location
521,car,elevator,1.03,5.55,mode of transport
522,bed,couch,3.42,3.82,furniture
523,clothes,button,2.3,6.95,clothing
524,clothes,coat,5.35,7.62,clothing
525,kidney,organ,6.17,1.77,anatomical structure
526,apple,sauce,1.43,4.17,food
527,chicken,steak,3.73,3.13,food
528,car,hose,0.87,2.81,economic branch
529,tobacco,cigarette,7.5,9.59,tobacco
530,student,professor,1.95,0.1,occupation
531,baby,daughter,5.0,1.4,human
532,pipe,cigar,6.03,9.12,smoking
533,milk,juice,4.05,3.6,food ingredient
534,box,cigar,1.25,0.49,product
535,apartment,hotel,3.33,7.54,residence
536,cup,cone,3.17,0.03,class
537,horse,ox,3.02,1.52,taxon
538,throat,nose,2.8,1.28,anatomical structure
539,bone,teeth,4.17,6.41,animal organ
540,bone,elbow,3.78,1.53,anatomical structure
541,bacon,bean,1.22,3.34,food
542,cup,jar,5.13,4.8,container
543,proof,fact,7.3,4.41,statement
544,appointment,engagement,6.75,0.06,occurrence
545,birthday,year,1.67,5.62,year
546,word,clue,2.53,0.07,information
547,author,creator,8.02,0.2,creator
548,atom,carbon,3.1,0.07,first-order metaclass
549,archbishop,bishop,7.05,9.33,bishop
550,letter,paragraph,4.0,0.52,text
551,page,paragraph,3.03,0.65,unit of measurement
552,steeple,chapel,7.08,3.62,architectural structure
553,muscle,bone,3.65,7.34,animal organ
554,muscle,tongue,5.0,1.6,anatomical structure
555,boy,soldier,2.15,0.07,Wikidata metaclass
556,belly,abdomen,8.13,1.29,anatomical structure
557,guy,girl,3.33,9.4,gender identity
558,bed,chair,3.5,4.44,furniture
559,clothes,jacket,5.15,7.66,clothing
560,gun,knife,3.65,0.05,first-order metaclass
561,tin,metal,5.63,4.23,metal
562,bottle,container,7.93,6.75,container
563,hen,turkey,6.13,1.4,organism
564,meat,bread,1.67,4.28,food
565,arm,bone,3.83,5.38,animal product
566,neck,spine,5.32,9.53,neuron spine
567,apple,lemon,4.05,7.99,fruit
568,agony,grief,7.63,0.09,biological process
569,assignment,task,8.7,0.18,action
570,night,dawn,2.95,3.5,day
571,dinner,soup,3.72,7.76,course
572,calf,bull,4.93,8.44,cattle
573,snow,storm,4.8,8.48,weather
574,nail,hand,3.42,8.22,obsolete unit of length
575,dog,horse,2.38,2.29,polyphyletic common name
576,arm,neck,1.58,7.83,anatomical region
577,ball,glove,1.75,7.53,sports equipment
578,flu,fever,6.08,4.11,health problem
579,fee,salary,3.72,0.04,technical term
580,nerve,brain,3.88,1.67,anatomical structure
581,beast,animal,7.83,0.06,abstract object
582,dinner,chicken,2.85,3.25,food
583,girl,maid,2.93,9.09,female
584,child,boy,5.75,8.7,child
585,alcohol,wine,7.42,6.88,Q24700923
586,nose,mouth,3.73,8.61,subdivision of face
587,street,car,2.38,4.62,architectural structure
588,bell,door,2.2,0.07,philosophical concept
589,box,hat,1.3,0.55,product
590,belief,impression,5.95,0.08,mental state
591,bias,opinion,5.6,0.17,point of view
592,attention,awareness,8.73,0.1,cognition
593,anger,mood,4.1,0.07,mental process
594,elegance,style,5.72,0.06,philosophical concept
595,beauty,age,1.58,2.42,physical quantity
596,book,theme,2.58,0.16,information
597,friend,mother,2.53,1.48,human
598,vitamin,iron,5.55,2.06,chemical substance
599,car,factory,2.75,7.58,market
600,pact,condition,2.45,0.13,concept
601,chapter,choice,0.48,0.1,agent
602,arithmetic,rhythm,2.35,0.07,process
603,winner,presence,1.08,0.03,concept
604,belief,flower,0.4,0.08,mental state
605,winner,goal,3.23,0.05,philosophical concept
606,trick,size,0.48,0.09,Wikidata metaclass
607,choice,vein,0.98,0.09,information
608,hymn,conquest,0.68,0.08,occurrence
609,endurance,band,0.4,10.79,sense
610,jail,choice,1.08,0.13,human action
611,condition,boy,0.48,0.08,concept
612,flower,endurance,0.4,0.04,abstract object
613,hole,agreement,0.3,0.04,object
614,doctor,temper,0.48,2.75,organization
615,fraternity,door,0.68,0.12,agent
616,task,woman,0.68,0.09,activity
617,fraternity,baseball,0.88,0.08,agent
618,cent,size,0.4,4.95,type of number
619,presence,door,0.48,0.05,philosophical concept
620,mouse,management,0.48,0.1,activity
621,task,highway,0.48,0.12,activity
622,liquor,century,0.4,0.07,Wikidata metaclass
623,task,straw,0.68,0.09,activity
624,island,task,0.3,0.08,philosophical concept
625,night,chapter,0.48,-0.0,entity
626,pollution,president,0.68,0.05,concept
627,gun,trick,0.48,0.04,first-order metaclass
628,bath,trick,0.58,0.07,activity
629,diet,apple,1.18,0.05,first-order metaclass
630,cent,wife,0.58,0.07,relation
631,chapter,tail,0.3,3.85,collectible
632,course,stomach,0.58,0.26,object of group
633,hymn,straw,0.4,0.04,first-order metaclass
634,dentist,colonel,0.4,0.04,first-order metaclass
635,wife,straw,0.4,0.2,artificial physical object
636,hole,wife,0.68,0.15,concrete object
637,pupil,president,0.78,0.09,occupation
638,bath,wife,0.48,0.21,artificial physical object
639,people,cent,0.48,0.11,subject
640,formula,log,1.77,0.2,artificial physical object
641,woman,fur,0.58,1.79,organism
642,apple,sunshine,0.58,0.04,group
643,gun,dawn,1.18,0.04,class
644,meal,waist,0.98,0.31,product
645,camera,president,0.48,0.04,concept
646,liquor,band,0.68,12.5,sense
647,stomach,vein,2.35,1.55,anatomical structure
648,gun,fur,0.3,0.04,first-order metaclass
649,couch,baseball,0.88,0.38,product
650,worker,camera,0.68,0.08,concept
651,deck,mouse,0.48,0.35,product
652,rice,boy,0.4,0.22,artificial physical object
653,people,gun,0.68,0.1,social group
654,cliff,tail,0.3,1.38,natural physical object
655,ankle,window,0.3,0.06,first-order metaclass
656,princess,island,0.3,0.23,physical object
657,container,mouse,0.3,0.52,product
658,wagon,container,2.65,6.11,container
659,people,balloon,0.48,0.33,artificial physical object
660,dollar,people,0.4,0.05,system
661,bath,balloon,0.4,4.34,container
662,stomach,bedroom,0.4,0.15,physical object
663,bicycle,bedroom,0.4,3.53,motion
664,log,bath,0.4,0.21,artificial physical object
665,bowl,tail,0.48,2.35,economic branch
