,wordone,wordtwo,mean,sim,LCS
53,mouse,cat,1.12,23.24,polyphyletic common name
54,cop,sheriff,9.05,141.67,law enforcement officer
55,death,burial,4.93,1.02,natural process
56,music,melody,6.98,67.29,aspect of music
57,beer,alcohol,7.5,30.47,chemical substance
58,mouth,lip,7.1,137.34,subdivision of face
59,storm,hurricane,6.38,110.95,meteorological disaster
60,tax,income,2.38,1.06,academic discipline
61,flower,violet,6.95,22.37,anatomical structure
62,paper,cardboard,5.38,132.42,paper
63,floor,ceiling,1.73,180.38,sense
64,beach,seashore,8.33,75.13,shore
65,rod,curtain,3.03,0.53,system
66,hound,fox,2.38,23.24,polyphyletic common name
67,street,alley,5.48,180.38,sense
68,boat,deck,4.28,72.18,watercraft
69,car,horn,2.57,67.63,transport
70,friend,guest,4.25,1.08,subject
71,employer,employee,3.65,0.55,Wikimedia internal item
72,hand,wrist,3.97,138.34,free upper limb segment
73,ball,cannon,2.58,2.33,physical object
74,alcohol,brandy,6.98,97.32,Q24700923
75,victory,triumph,8.98,157.36,victory
76,telephone,booth,3.63,0.53,work
77,door,doorway,5.4,164.29,doorway
78,motel,inn,8.17,84.03,hotel building
79,clothes,cloth,5.47,83.3,clothing
80,steak,meat,7.47,50.98,food
81,nail,thumb,3.55,22.37,anatomical structure
82,band,orchestra,7.08,180.38,sense
83,book,bible,5.0,6.88,text
84,business,industry,7.02,39.6,economic branch
85,winter,season,6.27,61.7,season
86,decade,century,3.48,113.41,decade
87,alcohol,gin,8.65,97.32,Q24700923
88,hat,coat,2.67,83.3,clothing
89,window,door,3.33,56.25,window
90,arm,wrist,3.57,122.03,subdivision of cardinal body part
91,house,apartment,5.8,56.39,house
92,glass,crystal,6.27,36.62,solid
93,wine,brandy,5.15,98.35,alcoholic beverage
94,creator,maker,9.62,0.53,concept
95,dinner,breakfast,3.33,104.27,meals
96,arm,muscle,3.72,22.37,anatomical structure
97,bubble,suds,8.57,2.33,physical system
98,bread,flour,3.33,118.79,flour
99,death,tragedy,5.8,1.01,occurrence
100,absence,presence,0.4,0.53,concept
101,gun,cannon,5.68,114.16,weapon family
102,grass,blade,4.57,17.55,natural physical object
103,ball,basket,1.67,117.19,sports equipment
104,hose,garden,1.67,0.53,work
105,boy,kid,7.5,128.23,child
106,church,choir,2.95,56.5,church building
107,clothes,drawer,3.02,5.54,product
108,tower,bell,1.9,86.01,bell tower
109,father,parent,7.07,143.49,parent
110,school,grade,4.42,0.6,first-order metaclass
111,parent,adult,5.37,1.1,person
112,bar,jail,1.9,42.39,organization
113,car,highway,3.4,0.55,classification system
114,dictionary,definition,6.25,6.88,text
115,door,cellar,1.97,46.91,architectural element
116,army,legion,5.95,120.47,army
117,metal,aluminum,7.25,30.27,base material
118,chair,bench,6.67,96.9,seat
119,cloud,fog,6.0,135.27,cloud
120,boy,son,6.75,115.43,male human
121,water,ice,6.47,140.68,ice
122,bed,blanket,3.02,113.04,sleep
123,attorney,lawyer,9.35,180.38,defense attorney
124,area,zone,8.33,143.75,zone
125,business,company,9.02,53.85,company
126,clothes,fabric,5.87,83.3,clothing
127,sweater,jacket,7.15,83.3,clothing
128,money,capital,6.67,26.31,Wikimedia disambiguation page
129,hand,foot,4.17,152.05,human-based unit of measurement
130,alcohol,cocktail,6.73,97.32,Q24700923
131,yard,inch,3.78,114.34,unit of length
132,molecule,atom,6.45,36.64,atom
133,lens,camera,4.28,119.49,objective
134,meal,dinner,7.15,104.27,meals
135,eye,tear,3.55,22.3,material anatomical entity
136,god,devil,1.8,105.5,deity
137,loop,belt,3.1,5.54,product
138,rat,mouse,7.78,23.24,polyphyletic common name
139,motor,engine,8.65,137.76,power source
140,car,cab,7.42,101.41,taxi
141,cat,lion,6.75,19.82,taxon
142,size,magnitude,6.33,77.92,scalar magnitude
143,reality,fantasy,1.03,0.53,concept
144,door,gate,5.25,46.91,architectural element
145,cat,pet,5.95,112.07,pet
146,tin,aluminum,6.42,51.37,chemical element
147,bone,jaw,4.17,86.72,animal organ
148,cereal,wheat,3.75,117.45,cereal
149,house,key,1.9,51.35,music
150,blood,flesh,4.28,46.46,tissue
151,door,corridor,3.73,46.91,architectural element
152,god,spirit,7.3,36.0,abstract being
153,capability,competence,7.62,0.6,first-order metaclass
154,abundance,plenty,8.97,6.82,unit of measurement
155,sofa,chair,6.67,96.9,seat
156,wall,brick,4.68,5.54,product
157,horn,drum,2.68,89.02,class of instruments
158,organ,liver,6.15,86.55,organ
159,strength,might,7.07,41.31,visual artwork
160,phrase,word,5.48,1.11,information
161,band,parade,3.92,180.38,sense
162,stomach,waist,5.9,22.37,anatomical structure
163,cloud,storm,5.6,43.84,natural phenomenon
164,joy,pride,5.0,66.67,emotion
165,noise,rattle,6.17,51.35,music
166,rain,mist,5.97,153.3,rain
167,beer,beverage,5.42,51.28,drink
168,man,uncle,3.92,1.11,social group
169,apple,juice,2.88,113.93,fruit
170,intelligence,logic,6.5,1.03,cognition
171,communication,language,7.47,6.64,communication medium
172,mink,fur,6.83,1.09,Wikidata metaclass
173,mob,crowd,7.85,157.36,crowd
174,shore,coast,8.83,158.41,bank
175,wire,cord,7.62,136.82,cord
176,bird,turkey,6.58,50.98,animal feed
177,bed,crib,7.3,113.44,bed
178,competence,ability,7.5,0.53,concept
179,cloud,haze,7.32,43.84,natural phenomenon
180,supper,meal,7.53,104.27,meals
181,bar,cage,2.8,35.04,architectural structure
182,water,salt,1.3,51.3,food ingredient
183,sense,intuition,7.68,1.11,psychology terminology
184,situation,condition,6.58,1.03,condition
185,crime,theft,7.53,95.4,crime
186,style,fashion,8.5,1.1,culture
187,boundary,border,9.08,113.51,border
188,arm,body,4.05,85.43,weapon
189,boat,car,2.37,67.74,mode of transport
190,sandwich,lunch,6.3,-0.0,entity
191,bride,princess,2.8,122.79,woman
192,heroine,hero,8.78,152.05,hero
193,car,gauge,1.13,31.4,device
194,insect,bee,6.07,144.55,insect
195,crib,cradle,8.55,166.52,infant bed
196,animal,person,3.05,19.82,taxon
197,marijuana,herb,6.5,162.46,cannabis
198,bed,hospital,0.92,38.73,facility
199,cheek,tongue,4.52,22.37,anatomical structure
200,disc,computer,3.2,50.32,computer hardware
201,curve,angle,3.33,51.35,shape
202,grass,moss,5.0,19.82,taxon
203,school,law,1.13,1.08,legal concept
204,foot,head,2.3,22.37,anatomical structure
205,mother,guardian,6.5,110.79,kinship
206,orthodontist,dentist,8.27,153.3,dentist
207,alcohol,whiskey,7.27,97.32,Q24700923
208,mouth,tooth,6.3,145.42,mouth
209,breakfast,bacon,4.37,-0.0,entity
210,bathroom,bedroom,3.4,47.71,room
211,plate,bowl,5.23,114.58,tableware
212,meat,bacon,5.8,118.26,meat
213,air,helium,3.63,153.3,lifting gas
214,worker,employer,5.37,19.28,list
215,body,chest,4.45,22.37,anatomical structure
216,son,father,3.82,110.79,kinship
217,heart,surgery,1.08,1.06,knowledge
218,woman,secretary,1.98,1.09,Wikidata metaclass
219,man,father,4.83,42.39,organization
220,beach,island,5.6,38.12,landform
221,story,topic,5.0,26.31,Wikimedia disambiguation page
222,game,fun,3.42,1.09,Wikidata metaclass
223,weekend,week,4.0,58.83,week
224,couple,pair,8.33,105.15,ordered pair
225,woman,wife,5.72,120.82,female human
226,sheep,cattle,4.77,86.69,domesticated animal
227,purse,bag,8.33,133.56,bag
228,ceiling,cathedral,2.42,180.38,sense
229,bean,coffee,5.15,50.98,food
230,wood,paper,2.88,30.27,base material
231,top,side,1.9,152.66,side
232,crime,fraud,5.65,95.4,crime
233,pain,harm,5.38,0.5,philosophical concept
234,lover,companion,5.97,104.31,character type
235,evening,dusk,7.78,58.83,day
236,father,daughter,2.62,110.79,kinship
237,wine,liquor,7.85,98.35,alcoholic beverage
238,cow,goat,2.93,125.66,heraldic animal
239,belief,opinion,7.7,0.53,notion
240,reality,illusion,1.42,1.11,psychology terminology
241,pact,agreement,9.02,173.45,agreement
242,wealth,poverty,1.27,1.03,state
243,accident,emergency,4.93,1.03,condition
244,battle,conquest,7.22,1.01,occurrence
245,friend,teacher,2.62,22.37,anatomical structure
246,illness,infection,6.9,76.76,disease
247,game,trick,2.32,56.98,event
248,brother,son,3.48,110.79,kinship
249,aunt,nephew,3.1,110.79,kinship
250,worker,mechanic,4.92,1.11,worker
251,doctor,orthodontist,5.58,1.09,profession
252,oak,maple,6.03,143.75,broadleaf tree
253,bee,queen,3.27,0.6,first-order metaclass
254,car,bicycle,3.47,67.63,transport
255,goal,quest,5.83,0.53,concept
256,august,month,5.53,114.7,calendar month
257,army,squad,5.08,102.38,military unit size class
258,cloud,weather,4.87,43.84,natural phenomenon
259,physician,doctor,8.88,134.53,medical specialist
260,canyon,valley,6.75,65.39,valley
261,river,valley,1.67,26.67,natural geographic object
262,sun,sky,2.27,1.01,measurable set
263,target,arrow,3.25,0.55,class
264,chocolate,pie,2.27,50.98,food
265,circumstance,situation,7.85,1.03,condition
266,opinion,choice,5.43,46.07,statement
267,rhythm,melody,6.12,67.29,aspect of music
268,gut,nerve,4.93,22.37,anatomical structure
269,day,dawn,5.47,58.83,day
270,cattle,beef,7.03,0.6,first-order metaclass
271,doctor,professor,4.65,89.12,title of honor
272,arm,vein,3.65,22.37,anatomical structure
273,room,bath,3.33,0.14,structure
274,corporation,business,9.02,53.85,company
275,fun,football,1.97,1.11,information
276,hill,cliff,4.28,38.12,landform
277,bone,ankle,3.82,22.37,anatomical structure
278,apple,candy,2.08,50.98,food
279,helper,maid,5.58,1.1,person
280,leader,manager,7.27,59.07,position
281,lemon,tea,1.6,30.66,chemical compound
282,bee,ant,2.78,144.55,insect
283,basketball,baseball,4.92,131.04,ball
284,rice,bean,2.72,50.98,food
285,bed,furniture,6.08,46.66,furniture
286,emotion,passion,7.72,66.67,emotion
287,anarchy,chaos,7.93,0.53,concept
288,crime,violation,7.12,25.99,problem
289,machine,engine,5.58,44.87,machine
290,beach,sea,4.68,26.26,physico-geographical object
291,alley,bowl,1.53,180.38,sense
292,jar,bottle,7.83,121.8,bin
293,strength,capability,5.28,0.6,first-order metaclass
294,seed,mustard,3.48,133.84,seed
295,guitar,drum,3.78,89.02,class of instruments
296,opinion,idea,5.7,0.53,notion
297,north,west,3.63,164.29,cardinal direction
298,diet,salad,2.98,0.52,artificial entity
299,mother,wife,3.02,120.82,female human
300,dad,mother,3.55,110.79,kinship
301,captain,sailor,5.0,135.61,sailor
302,meter,yard,5.6,114.34,unit of length
303,beer,champagne,4.45,0.6,first-order metaclass
304,motor,boat,2.57,67.76,vehicle
305,card,bridge,1.97,180.38,sense
306,science,psychology,4.92,1.06,academic discipline
307,sinner,saint,1.6,22.03,name
308,destruction,construction,0.98,1.01,occurrence
309,crowd,bunch,7.42,1.1,person
310,beach,reef,3.77,38.12,landform
311,man,child,4.13,23.23,organism
312,bread,cheese,1.95,50.98,food
313,champion,winner,8.73,150.43,winner
314,celebration,ceremony,7.72,180.38,sense
315,menu,order,3.62,6.57,communication
316,king,princess,3.27,138.49,chess piece
317,wealth,prestige,6.07,0.52,term
318,endurance,strength,6.58,0.53,abstract object
319,danger,threat,8.78,180.38,sense
320,god,priest,4.5,0.53,concept
321,men,fraternity,3.13,58.31,social organization
322,buddy,companion,8.65,64.3,fictional character
323,teacher,helper,4.28,59.07,position
324,body,stomach,3.93,22.37,anatomical structure
325,tongue,throat,3.1,22.37,anatomical structure
326,house,carpet,1.38,35.04,architectural structure
327,intelligence,skill,5.35,45.4,genre
328,journey,conquest,4.72,1.01,occurrence
329,god,prey,1.23,-0.0,entity
330,brother,soul,0.97,1.1,person
331,adversary,opponent,9.05,166.52,adversary
332,death,catastrophe,4.13,1.01,occurrence
333,monster,demon,6.95,108.87,mythical creature
334,day,morning,4.87,58.83,day
335,man,victor,1.9,1.11,social group
336,friend,guy,3.88,2.33,physical object
337,song,story,3.97,53.1,literary work
338,ray,sunshine,6.83,0.55,group
339,guy,stud,5.83,121.3,sex
340,chicken,rice,1.43,50.98,food
341,box,elevator,1.32,46.91,architectural element
342,butter,potato,1.22,51.3,food ingredient
343,apartment,furniture,1.28,0.53,product
344,lake,swamp,4.92,26.67,natural geographic object
345,salad,vinegar,1.13,50.98,food
346,flower,bulb,4.48,105.29,plant structure
347,cloud,mist,6.67,135.27,cloud
348,driver,pilot,6.28,138.49,vehicle operator
349,sugar,honey,5.13,51.3,food ingredient
350,body,shoulder,2.88,22.37,anatomical structure
351,idea,image,3.55,0.53,concept
352,father,brother,4.2,110.79,kinship
353,moon,planet,5.87,127.91,planetary system
354,ball,costume,2.32,29.98,equipment
355,rail,fence,5.22,29.07,artificial geographic entity
356,room,bed,2.35,20.75,location
357,flower,bush,4.25,131.4,heraldic plant
358,bone,knee,4.17,46.49,biological material
359,arm,knee,2.75,127.4,anatomical region
360,bottom,side,2.63,152.66,side
361,vessel,vein,5.15,125.87,vessel
362,cat,rabbit,2.37,23.3,animal
363,meat,sandwich,2.35,50.98,food
364,belief,concept,5.08,1.06,mental state
365,intelligence,insight,5.9,0.52,property
366,attention,interest,7.22,1.11,psychology terminology
367,attitude,confidence,4.35,-0.0,entity
368,right,justice,7.05,1.06,academic discipline
369,argument,agreement,1.45,26.31,Wikimedia disambiguation page
370,depth,magnitude,6.12,77.92,scalar magnitude
371,medium,news,3.65,6.57,communication
372,winner,candidate,2.78,1.1,person
373,birthday,date,5.08,58.85,calendar date
374,fee,payment,7.15,67.01,legal transaction
375,bible,hymn,5.15,6.88,text
376,exit,doorway,5.5,164.29,doorway
377,man,sentry,3.25,1.07,role
378,aisle,hall,6.35,46.89,part of building
379,whiskey,gin,6.28,127.7,liquor
380,blood,marrow,3.4,50.98,food
381,oil,mink,1.23,0.53,concept
382,floor,deck,5.55,56.39,floor
383,roof,floor,2.62,46.91,architectural element
384,door,floor,1.67,46.91,architectural element
385,shoulder,head,3.42,127.4,anatomical region
386,wagon,carriage,7.7,131.78,coachwork type
387,car,carriage,5.13,95.57,wheeled vehicle
388,elbow,ankle,3.13,22.37,anatomical structure
389,wealth,fame,4.02,0.1,variable-order metaclass
390,sorrow,shame,4.77,1.11,psychology terminology
391,administration,management,7.25,73.14,management
392,communication,conversation,8.02,1.11,human communication
393,pollution,atmosphere,4.25,0.53,concept
394,anatomy,biology,5.33,115.0,biology
395,college,profession,3.12,1.09,profession
396,book,topic,2.07,50.26,document
397,formula,equation,7.95,121.83,formula
398,book,information,5.0,1.11,information
399,boy,partner,1.9,1.08,legal person
400,sky,universe,4.68,0.54,mathematical concept
401,population,people,7.68,0.64,group of living things
402,college,class,4.13,42.39,organization
403,chief,mayor,4.85,59.07,position
404,rabbi,minister,7.62,114.22,cleric
405,meter,inch,5.08,114.34,unit of length
406,polyester,cotton,5.63,126.0,cloth
407,lawyer,banker,1.88,1.09,profession
408,violin,instrument,6.58,85.68,instrumentalist
409,camp,cabin,4.2,41.9,building
410,pot,appliance,2.53,29.98,tool
411,linen,fabric,7.47,99.39,textile
412,whiskey,champagne,5.33,0.6,first-order metaclass
413,girl,child,5.38,128.23,child
414,cottage,cabin,7.72,56.38,shelter
415,bird,hen,7.03,23.24,polyphyletic common name
416,racket,noise,8.1,1.06,academic discipline
417,sunset,evening,5.98,58.83,day
418,drizzle,rain,9.17,153.3,rain
419,adult,baby,2.22,23.31,human
420,charcoal,coal,7.63,149.94,solid fuel
421,body,spine,4.78,50.26,document
422,head,nail,2.47,22.37,anatomical structure
423,log,timber,8.05,3.32,artificial physical object
424,spoon,cup,2.02,51.27,ingestion
425,body,nerve,3.13,22.37,anatomical structure
426,man,husband,5.32,1.11,social group
427,bone,neck,2.53,22.37,anatomical structure
428,frustration,anger,6.5,1.11,psychology terminology
429,river,sea,5.72,42.0,land waters
430,task,job,8.87,1.04,activity
431,club,society,5.23,61.74,voluntary association
432,reflection,image,7.27,180.38,sense
433,prince,king,5.92,121.77,monarch
434,snow,weather,5.48,109.71,weather
435,people,party,2.2,1.1,person
436,boy,brother,6.67,115.43,male human
437,root,grass,3.55,74.13,plant
438,brow,eye,3.82,134.13,facial feature
439,money,pearl,2.1,5.39,goods
440,money,diamond,3.42,1.11,economic concept
441,vehicle,bus,6.47,67.76,vehicle
442,cab,bus,5.6,100.74,passenger transport
443,house,barn,4.33,41.9,building
444,finger,palm,3.33,152.05,human-based unit of measurement
445,car,bridge,0.95,180.38,sense
446,effort,difficulty,4.45,1.02,process
447,fact,insight,4.77,1.06,mental state
448,job,management,3.97,1.04,activity
449,cancer,sickness,7.93,76.76,disease
450,word,newspaper,2.47,6.88,text
451,composer,writer,6.58,111.05,author
452,actor,singer,4.52,1.1,person
453,shelter,hut,6.47,56.38,shelter
454,bathroom,kitchen,3.1,47.71,room
455,cabin,hut,6.53,127.45,hut
456,door,kitchen,1.67,35.04,architectural structure
457,value,belief,7.07,1.06,mental state
458,wisdom,intelligence,7.47,0.52,property
459,ignorance,intelligence,1.5,0.55,class
460,happiness,luck,2.38,-0.0,entity
461,idea,scheme,6.75,1.11,idea
462,mood,emotion,8.12,1.03,mental process
463,happiness,peace,6.03,1.02,process
464,despair,misery,7.22,0.53,concept
465,logic,arithmetic,3.97,61.66,mathematics
466,denial,confession,1.03,1.11,psychology terminology
467,argument,criticism,5.08,85.52,discourse
468,aggression,hostility,8.48,159.59,aggression
469,hysteria,confusion,6.33,1.11,psychology terminology
470,chemistry,theory,3.17,0.55,classification system
471,trial,verdict,3.33,1.01,occurrence
472,comfort,safety,5.8,1.03,condition
473,confidence,self,3.12,0.1,variable-order metaclass
474,vision,perception,6.88,1.11,psychology terminology
475,era,decade,5.4,58.04,unit of time
476,biography,fiction,1.38,64.7,literary genre
477,discussion,argument,5.48,6.57,communication
478,code,symbol,6.03,3.8,sign
479,danger,disease,3.0,180.38,sense
480,accident,catastrophe,5.9,67.22,disaster
481,journey,trip,8.88,1.01,occurrence
482,activity,movement,7.15,1.04,activity
483,gossip,news,5.22,6.57,communication
484,father,god,3.57,0.53,concept
485,action,course,5.45,45.4,genre
486,fever,illness,7.65,64.91,health problem
487,aviation,flight,8.18,139.95,commercial aviation
488,game,action,4.85,1.09,Wikidata metaclass
489,molecule,air,3.05,36.64,molecule
490,home,state,2.58,1.08,legal concept
491,word,literature,4.77,6.88,text
492,adult,guardian,6.9,-0.0,entity
493,newspaper,information,5.65,1.11,information
494,communication,television,5.6,6.64,communication medium
495,cousin,uncle,4.63,110.79,kinship
496,author,reader,1.6,1.09,profession
497,guy,partner,3.57,0.6,first-order metaclass
498,area,corner,2.07,36.04,physical quantity
499,ballad,song,7.53,66.49,musical composition
500,wall,decoration,2.62,3.32,artificial physical object
501,word,page,2.92,6.82,unit of measurement
502,nurse,scientist,2.08,1.09,profession
503,politician,president,7.38,102.87,politician
504,president,mayor,5.68,90.25,public office
505,book,essay,4.72,6.88,text
506,man,warrior,4.72,0.53,concept
507,article,journal,6.18,50.26,document
508,breakfast,supper,4.4,104.27,meals
509,crowd,parade,3.93,0.5,philosophical concept
510,aisle,hallway,6.75,34.98,construction
511,teacher,rabbi,4.37,1.09,profession
512,hip,lip,1.43,22.37,anatomical structure
513,book,article,5.43,50.26,document
514,room,cell,4.58,0.53,part
515,box,booth,3.8,38.61,venue
516,daughter,kid,4.17,23.31,human
517,limb,leg,6.9,139.11,leg
518,liver,lung,2.7,86.72,animal organ
519,classroom,hallway,2.0,47.7,interior space
520,mountain,ledge,3.73,24.25,geographic location
521,car,elevator,1.03,67.74,mode of transport
522,bed,couch,3.42,46.66,furniture
523,clothes,button,2.3,83.3,clothing
524,clothes,coat,5.35,83.3,clothing
525,kidney,organ,6.17,22.37,anatomical structure
526,apple,sauce,1.43,50.98,food
527,chicken,steak,3.73,50.98,food
528,car,hose,0.87,39.6,economic branch
529,tobacco,cigarette,7.5,140.13,tobacco
530,student,professor,1.95,1.1,person
531,baby,daughter,5.0,23.31,human
532,pipe,cigar,6.03,141.06,smoking
533,milk,juice,4.05,51.3,food ingredient
534,box,cigar,1.25,5.54,product
535,apartment,hotel,3.33,86.72,residence
536,cup,cone,3.17,0.55,class
537,horse,ox,3.02,19.82,taxon
538,throat,nose,2.8,22.37,anatomical structure
539,bone,teeth,4.17,86.72,animal organ
540,bone,elbow,3.78,22.37,anatomical structure
541,bacon,bean,1.22,50.98,food
542,cup,jar,5.13,67.16,container
543,proof,fact,7.3,46.07,statement
544,appointment,engagement,6.75,1.01,occurrence
545,birthday,year,1.67,58.07,year
546,word,clue,2.53,1.11,information
547,author,creator,8.02,1.11,creator
548,atom,carbon,3.1,0.6,first-order metaclass
549,archbishop,bishop,7.05,138.49,chess piece
550,letter,paragraph,4.0,6.88,text
551,page,paragraph,3.03,6.82,unit of measurement
552,steeple,chapel,7.08,35.04,architectural structure
553,muscle,bone,3.65,86.72,animal organ
554,muscle,tongue,5.0,22.37,anatomical structure
555,boy,soldier,2.15,1.09,Wikidata metaclass
556,belly,abdomen,8.13,22.37,anatomical structure
557,guy,girl,3.33,126.77,gender identity
558,bed,chair,3.5,46.66,furniture
559,clothes,jacket,5.15,83.3,clothing
560,gun,knife,3.65,0.6,first-order metaclass
561,tin,metal,5.63,36.64,metal
562,bottle,container,7.93,67.16,container
563,hen,turkey,6.13,23.23,organism
564,meat,bread,1.67,50.98,food
565,arm,bone,3.83,87.56,animal product
566,neck,spine,5.32,164.29,neuron spine
567,apple,lemon,4.05,113.93,fruit
568,agony,grief,7.63,1.02,biological process
569,assignment,task,8.7,1.04,activity
570,night,dawn,2.95,58.83,day
571,dinner,soup,3.72,107.49,course
572,calf,bull,4.93,131.71,cattle
573,snow,storm,4.8,109.71,weather
574,nail,hand,3.42,148.19,obsolete unit of length
575,dog,horse,2.38,23.24,polyphyletic common name
576,arm,neck,1.58,127.4,anatomical region
577,ball,glove,1.75,117.19,sports equipment
578,flu,fever,6.08,64.91,health problem
579,fee,salary,3.72,0.54,technical term
580,nerve,brain,3.88,22.37,anatomical structure
581,beast,animal,7.83,0.53,abstract object
582,dinner,chicken,2.85,50.98,food
583,girl,maid,2.93,135.5,female
584,child,boy,5.75,128.23,child
585,alcohol,wine,7.42,97.32,Q24700923
586,nose,mouth,3.73,137.34,subdivision of face
587,street,car,2.38,35.04,architectural structure
588,bell,door,2.2,0.6,first-order metaclass
589,box,hat,1.3,5.54,product
590,belief,impression,5.95,1.06,mental state
591,bias,opinion,5.6,1.11,point of view
592,attention,awareness,8.73,1.03,cognition
593,anger,mood,4.1,1.03,mental process
594,elegance,style,5.72,0.5,philosophical concept
595,beauty,age,1.58,36.04,physical quantity
596,book,theme,2.58,1.11,information
597,friend,mother,2.53,23.31,human
598,vitamin,iron,5.55,30.47,chemical substance
599,car,factory,2.75,100.66,market
600,pact,condition,2.45,1.03,condition
601,chapter,choice,0.48,1.06,agent
602,arithmetic,rhythm,2.35,1.02,biological process
603,winner,presence,1.08,0.53,concept
604,belief,flower,0.4,1.06,mental state
605,winner,goal,3.23,0.6,first-order metaclass
606,trick,size,0.48,1.09,Wikidata metaclass
607,choice,vein,0.98,1.11,information
608,hymn,conquest,0.68,1.01,occurrence
609,endurance,band,0.4,180.38,sense
610,jail,choice,1.08,1.03,human action
611,condition,boy,0.48,0.53,concept
612,flower,endurance,0.4,0.53,concept
613,hole,agreement,0.3,0.53,abstract object
614,doctor,temper,0.48,42.39,organization
615,fraternity,door,0.68,1.06,agent
616,task,woman,0.68,1.04,activity
617,fraternity,baseball,0.88,1.06,agent
618,cent,size,0.4,78.28,type of number
619,presence,door,0.48,0.52,term
620,mouse,management,0.48,1.06,academic discipline
621,task,highway,0.48,1.04,activity
622,liquor,century,0.4,1.09,Wikidata metaclass
623,task,straw,0.68,1.04,activity
624,island,task,0.3,0.5,philosophical concept
625,night,chapter,0.48,-0.0,entity
626,pollution,president,0.68,0.53,concept
627,gun,trick,0.48,0.6,first-order metaclass
628,bath,trick,0.58,1.04,activity
629,diet,apple,1.18,0.6,first-order metaclass
630,cent,wife,0.58,1.11,relation
631,chapter,tail,0.3,52.8,collectible
632,course,stomach,0.58,4.32,object of group
633,hymn,straw,0.4,0.6,first-order metaclass
634,dentist,colonel,0.4,0.6,first-order metaclass
635,wife,straw,0.4,3.32,artificial physical object
636,hole,wife,0.68,2.33,physical object
637,pupil,president,0.78,1.09,occupation
638,bath,wife,0.48,3.32,artificial physical object
639,people,cent,0.48,1.08,subject
640,formula,log,1.77,3.32,artificial physical object
641,woman,fur,0.58,23.23,organism
642,apple,sunshine,0.58,0.55,group
643,gun,dawn,1.18,0.55,class
644,meal,waist,0.98,5.54,product
645,camera,president,0.48,0.6,first-order metaclass
646,liquor,band,0.68,180.38,sense
647,stomach,vein,2.35,22.37,anatomical structure
648,gun,fur,0.3,0.6,first-order metaclass
649,couch,baseball,0.88,5.54,product
650,worker,camera,0.68,0.53,concept
651,deck,mouse,0.48,5.54,product
652,rice,boy,0.4,3.32,artificial physical object
653,people,gun,0.68,1.11,social group
654,cliff,tail,0.3,17.55,natural physical object
655,ankle,window,0.3,0.6,first-order metaclass
656,princess,island,0.3,2.33,physical object
657,container,mouse,0.3,5.54,product
658,wagon,container,2.65,67.63,transport
659,people,balloon,0.48,3.32,artificial physical object
660,dollar,people,0.4,0.53,system
661,bath,balloon,0.4,67.16,container
662,stomach,bedroom,0.4,2.33,physical object
663,bicycle,bedroom,0.4,52.2,motion
664,log,bath,0.4,3.32,artificial physical object
665,bowl,tail,0.48,39.6,economic branch
