,wordone,wordtwo,mean,sim,LCS
179,cup,substance,1.92,1.67,product
180,forest,graveyard,1.85,1.43,geographical object
181,stock,egg,1.81,2.5,food
182,month,hotel,1.81,1.67,spatio-temporal entity
183,energy,secretary,1.81,1.67,first-order metaclass
184,precedent,group,1.77,3.33,object of group
185,production,hike,1.75,3.33,Wikimedia disambiguation page
186,stock,phone,1.62,2.0,tool
187,holy,sex,1.62,3.33,Wikimedia disambiguation page
188,stock,CD,1.31,2.5,chemical compound
189,drink,ear,1.31,1.43,biological process
190,delay,racism,1.19,2.0,time interval
191,stock,life,0.92,2.0,biological process
192,stock,jaguar,0.92,1.67,class
193,monk,slave,0.92,2.0,position
194,lad,wizard,0.92,1.67,person
195,sugar,approach,0.88,1.67,action
196,rooster,voyage,0.62,1.43,Wikidata metaclass
197,noon,string,0.54,1.67,concept
198,chord,smile,0.54,1.11,industry
199,professor,cucumber,0.31,1.25,concept
200,king,cabbage,0.23,1.67,first-order metaclass
