,wordone,wordtwo,mean,sim,LCS
117,lad,brother,4.46,137.75,male human
118,observation,architecture,4.38,15.3,industry
119,coast,hill,4.38,42.89,landform
120,deployment,departure,4.25,1.24,occurrence
121,benchmark,index,4.25,24.29,sign
122,attempt,peace,4.25,0.6,philosophical concept
123,consumer,confidence,4.13,-0.0,entity
124,start,year,4.06,1.24,temporal entity
125,focus,life,4.06,2.55,property
126,development,issue,3.97,36.8,social group
127,theater,history,3.91,79.71,literary genre
128,situation,isolation,3.88,1.24,situation
129,profit,warning,3.88,92.72,calendar month of a given year
130,media,trading,3.88,3.02,economic concept
131,chance,credibility,3.88,0.6,capability
132,precedent,information,3.85,2.55,property
133,architecture,century,3.78,21.42,human communication
134,population,development,3.75,2.55,property
135,peace,atmosphere,3.69,0.6,philosophical concept
136,morality,marriage,3.69,0.6,concept
137,minority,peace,3.69,0.6,philosophical concept
138,atmosphere,landscape,3.69,21.28,geographic entity
139,report,gain,3.63,0.81,first-order metaclass
140,music,project,3.63,2.52,activity
141,seven,series,3.56,2.58,information
142,experience,music,3.47,1.26,knowledge
143,school,center,3.44,21.28,geographic entity
144,five,month,3.38,15.42,element
145,announcement,production,3.38,2.52,activity
146,morality,importance,3.31,0.6,concept
147,money,operation,3.31,3.03,goods
148,delay,news,3.31,15.3,industry
149,governor,interview,3.25,2.52,activity
150,practice,institution,3.19,56.42,institution
151,century,nation,3.16,1.29,Wikidata metaclass
152,coast,forest,3.15,42.89,landform
153,shore,woodland,3.08,28.95,geographical object
154,drink,car,3.04,2.52,activity
155,president,medal,3.0,59.2,position
156,prejudice,recognition,3.0,2.5,human action
157,viewer,serial,2.97,1.28,agent
158,peace,insurance,2.94,0.6,concept
159,Mars,water,2.94,93.17,type of food or dish
160,media,gain,2.88,0.81,first-order metaclass
161,precedent,cognition,2.81,1.24,occurrence
162,announcement,effort,2.75,0.6,concept
163,line,insurance,2.69,48.47,economic branch
164,crane,implement,2.69,49.32,device
165,drink,mother,2.65,1.29,Wikidata metaclass
166,opera,industry,2.63,0.6,concept
167,volunteer,motto,2.56,0.6,concept
168,listing,proximity,2.56,1.24,state
169,precedent,collection,2.5,15.42,element
170,cup,article,2.4,2.94,physical object
171,sign,recess,2.38,0.6,philosophical concept
172,problem,airport,2.38,0.19,variable-order metaclass
173,reason,hypertension,2.31,21.49,psychology terminology
174,direction,combination,2.25,2.5,action
175,Wednesday,news,2.22,15.93,communication
176,glass,magician,2.08,1.29,Wikidata metaclass
177,cemetery,woodland,2.08,28.95,geographical object
178,possibility,girl,1.94,2.56,quality
179,cup,substance,1.92,3.19,product
180,forest,graveyard,1.85,28.95,geographical object
181,stock,egg,1.81,85.16,food
182,month,hotel,1.81,1.23,spatio-temporal entity
183,energy,secretary,1.81,0.81,first-order metaclass
184,precedent,group,1.77,15.42,element
185,production,hike,1.75,19.72,Wikimedia disambiguation page
186,stock,phone,1.62,43.24,tool
187,holy,sex,1.62,19.72,Wikimedia disambiguation page
188,stock,CD,1.31,76.65,disease
189,drink,ear,1.31,70.12,biological component
190,delay,racism,1.19,59.68,time interval
191,stock,life,0.92,2.94,physical object
192,stock,jaguar,0.92,0.81,first-order metaclass
193,monk,slave,0.92,59.2,position
194,lad,wizard,0.92,1.28,person
195,sugar,approach,0.88,2.5,action
196,rooster,voyage,0.62,1.29,Wikidata metaclass
197,noon,string,0.54,0.78,object of group
198,chord,smile,0.54,15.3,industry
199,professor,cucumber,0.31,0.81,first-order metaclass
200,king,cabbage,0.23,1.29,Wikidata metaclass
